prompt,gt_answer,pred_answer
"<s>[INST]""""""Friends toss colorful powder into the air at a vibrant Holi celebration, smiles and laughter spreading everywhere ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A golden retriever leaps into a lake, kids cheering on the shore, the ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A grandmother blows out 90 candles as her family sings joyfully around her, a lifetime ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A surprise party erupts in cheers as the birthday girl walks in, her heart filled with ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A father swings his son in the air on a beach at sunset, both enjoying the golden glow ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A baby giggles wildly during their first time on a swing, a joyous moment that ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A rainbow arcs over a quiet countryside after a warm summer rain, casting a colorful glow over the ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""Children chase butterflies in a garden full of blooming tulips and sunflowers, laughing ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""Friends laugh around a bonfire, roasting marshmallows under the starry night sky, ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A classroom of kids cheers as balloons fall for the last day of school, their excitement ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""Two best friends take silly selfies surrounded by confetti and balloons, laughing together as they ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A woman receives a marriage proposal beneath a canopy of fairy lights, her heart racing with joy ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""Siblings build the tallest sandcastle on a sunny, perfect beach day, their laughter ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A bride and groom run through a tunnel of sparklers after their ceremony, hand in hand, ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A child hugs their puppy tightly, both grinning with joy, their hearts full of un ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A girl spins in a new dress as cherry blossoms fall around her, her face glowing with ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A teenager jumps with joy after receiving their college acceptance letter, overwhelmed with happiness and the promise of ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A marching band parades down a street, music echoing and people clapping, celebrating a ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A mom and daughter bake cookies together, laughing as flour flies everywhere, enjoying a special moment in ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""Friends jump into a lake together, water splashing under the summer sun, their laughter ringing out ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A couple paints their new home, smiling with splatters of color on their clothes, ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""Kids play tag through a sprinkler on a hot summer day, their laughter filling the air ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A birthday cake covered in candles glows as the room sings in unison, celebrating another year ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A toddler hugs a balloon animal, face lit up with pure joy, their eyes sparkling ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A boy wins a prize at the fair, holding up a giant teddy bear, his face ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""Grandparents dance together at their 50th anniversary, surrounded by generations of family, their ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A girl tosses her graduation cap high, beaming with pride, surrounded by friends and family ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A couple shares ice cream on a warm summer night, laughing together under the starry sky, ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A small child opens a gift, eyes wide with wonder and excitement, unable to contain their joy ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""Two friends high-five at the finish line of their first marathon, exhausted but elated by their ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""Parents cheer as their baby takes their first steps in the living room, capturing the precious milestone ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A kite soars high in a bright blue sky, pulled by a running child whose laughter ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A dog runs through a meadow, tongue out, tail wagging furiously, thrilled by the ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A young boy gives his mom a handmade card for Mother’s Day, his face beaming ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""Sunlight pours through the trees as a family hikes together in the forest, enjoying nature ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""Laughter fills the air as friends pile into a photo booth at a wedding, creating memories to ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A couple clinks glasses during a candlelit dinner on their anniversary, savoring the love and ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""Friends sing along to music on a road trip with the windows down, enjoying the carefree spirit ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""New parents cradle their newborn, eyes full of awe and love, marveling at the tiny ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""Kids laugh while carving pumpkins, their faces glowing in the autumn sun, enjoying the ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""Snowflakes fall gently as children build a snowman, scarves and smiles in place, ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A family cuddles together on the couch, watching their favorite movie, wrapped in warmth and ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A teacher smiles as a student hands them a flower and thank you note, grateful for the kindness ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A toddler dances with delight at a backyard bubble party, joyfully chasing after the floating bubbles ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""Fireworks light up the sky above a cheering crowd on Independence Day, marking the celebration with ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A birthday piñata explodes, candy raining down on screaming, happy children, who ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""Siblings exchange gifts and hugs during a cozy winter holiday morning, sharing the warmth ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""Friends picnic by a lake, passing food and sharing stories under the sun, enjoying the peacefulness ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A man surprises his partner with breakfast in bed and fresh flowers, starting their day with love and ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A couple watches dolphins leap from the ocean on a tropical vacation, the water sparkling under the ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A newly adopted dog licks their owner's face, tail wagging nonstop, excited to ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A couple holds hands on a park bench, laughing at old memories, savoring the quiet moments ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""Best friends exchange handmade friendship bracelets under a blooming cherry tree, giggling at the ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A teen proudly shows their freshly baked cake to their grandparents, beaming with pride over their cul ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A man twirls his partner in the middle of a crowded festival, their laughter blending with ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A girl hugs a giant stuffed animal she won at the carnival, smiling with pure joy ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A group of campers roast marshmallows and sing songs around the fire, sharing stories ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A couple laughs uncontrollably during their wedding vows, overwhelmed by the love and joy of ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A dad builds a treehouse while his kids hand him nails, their faces lighting up with excitement ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""Two friends leap off a dock into the lake, midair smiles frozen in time, enjoying the ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A teenager hugs their sibling after opening a long-wished-for holiday gift, both thrilled by ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A choir of children sings carols door to door, candles in hand, spreading holiday cheer and ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A woman celebrates her promotion with a champagne toast and happy tears, surrounded by friends and family ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A father and daughter stargaze in the backyard with a telescope, marveling at the beauty ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A group of coworkers celebrates a big win with confetti and cake, toasting to their ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A couple laughs together while painting goofy designs on Easter eggs, enjoying the warmth of the ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A family rides bicycles together through a blooming spring trail, the air fresh and filled with ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""Friends share milkshakes at a retro diner, laughing between sips, reminiscing ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A woman cheers as she crosses the finish line of her first 10K run, ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""Parents hold hands, watching their kids perform on stage with beaming pride, their hearts full ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A beach picnic unfolds as waves crash and kids build sandcastles, the sun shining brightly ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""Two friends laugh uncontrollably, tears in their eyes, after an inside joke that no one ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A family sets off colorful lanterns into the night sky, making wishes together, their hearts full ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",h,h
"<s>[INST]""""""A man waits at a bus stop, checking his watch occasionally, looking up every few moments as ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",neutral,neutral
"<s>[INST]""""""A bird perches on a windowsill, observing the quiet street below, its feathers ruff ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",neutral,neutral
"<s>[INST]""""""A woman organizes books on a shelf in a quiet library, carefully making sure they are in ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",neutral,neutral
"<s>[INST]""""""A streetlamp stands tall in an empty parking lot at dusk, its light flickering ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",neutral,neutral
"<s>[INST]""""""Two people walk side by side without speaking, focused on the road ahead, each lost in their ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",neutral,neutral
"<s>[INST]""""""A leaf floats down a river, carried by a gentle current, drifting slowly toward the distant bend ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",neutral,neutral
"<s>[INST]""""""A car idles at a red light, rain tapping softly on the windshield, the world ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",neutral,neutral
"<s>[INST]""""""A worker sweeps the floor of a train station as people pass, the sound of his bro ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",neutral,neutral
"<s>[INST]""""""A man types on a laptop in a dimly lit cafe, his fingers moving quickly over the ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",neutral,neutral
"<s>[INST]""""""A pair of shoes sits neatly by the front door, their laces tied and waiting to be ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",neutral,neutral
"<s>[INST]""""""A dog lies on a porch, eyes half-closed, tail still, enjoying the warmth of ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",neutral,h
"<s>[INST]""""""A student stares at a whiteboard, pencil tapping rhythmically on their notebook, trying to focus ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",neutral,neutral
"<s>[INST]""""""A bicycle wheel spins slowly after the rider hops off, the movement gradually slowing as the bike ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",neutral,neutral
"<s>[INST]""""""A woman folds laundry methodically while a TV plays in the background, her movements steady and practiced ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",neutral,neutral
"<s>[INST]""""""A train arrives on schedule, commuters stepping off one by one, each moving toward their destination ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",neutral,neutral
"<s>[INST]""""""A pile of logs rests beside a shed in the backyard, stacked neatly in preparation for the upcoming ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",neutral,neutral
"<s>[INST]""""""A man eats lunch alone in a cafeteria, scrolling through his phone, occasionally glancing up ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",neutral,neutral
"<s>[INST]""""""A woman stands at a vending machine, deciding between snacks, her hand hovering over the options ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",neutral,neutral
"<s>[INST]""""""A cat stretches on a windowsill as clouds drift past, lazily watching the changing sky with ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",neutral,neutral
"<s>[INST]""""""A stack of papers sits untouched on a desk in an office, waiting to be sorted through ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",neutral,neutral
"<s>[INST]""""""A traffic cone marks a freshly painted line on the road, its bright color standing out against the ...""""""
Is this scene happy, sad, or neutral? Answer in a single word.[/INST]",neutral,neutral
