prompt,gt_answer,pred_answer
"<s>[INST]Consider Walter Payton.
What sport does this athlete play? Answer in a single word.[/INST]",foot,foot
"<s>[INST]Consider Carmelo Anthony.
What sport does this athlete play? Answer in a single word.[/INST]",b,b
"<s>[INST]Consider Pau Gasol.
What sport does this athlete play? Answer in a single word.[/INST]",b,b
"<s>[INST]Consider Gordie Howe.
What sport does this athlete play? Answer in a single word.[/INST]",h,h
"<s>[INST]Consider Joe Namath.
What sport does this athlete play? Answer in a single word.[/INST]",foot,foot
"<s>[INST]Consider Patrick Ewing.
What sport does this athlete play? Answer in a single word.[/INST]",b,b
"<s>[INST]Consider Jim Thorpe.
What sport does this athlete play? Answer in a single word.[/INST]",base,foot
"<s>[INST]Consider Dave Winfield.
What sport does this athlete play? Answer in a single word.[/INST]",base,base
"<s>[INST]Consider Robbie Keane.
What sport does this athlete play? Answer in a single word.[/INST]",s,s
"<s>[INST]Consider Deion Sanders.
What sport does this athlete play? Answer in a single word.[/INST]",base,foot
"<s>[INST]Consider Hank Greenberg.
What sport does this athlete play? Answer in a single word.[/INST]",base,base
"<s>[INST]Consider Mario Lemieux.
What sport does this athlete play? Answer in a single word.[/INST]",h,h
"<s>[INST]Consider Brock Lesnar.
What sport does this athlete play? Answer in a single word.[/INST]",foot,foot
"<s>[INST]Consider Chuck Connors.
What sport does this athlete play? Answer in a single word.[/INST]",base,base
"<s>[INST]Consider Charles Barkley.
What sport does this athlete play? Answer in a single word.[/INST]",b,b
"<s>[INST]Consider Paul Kariya.
What sport does this athlete play? Answer in a single word.[/INST]",h,h
"<s>[INST]Consider Pavel Bure.
What sport does this athlete play? Answer in a single word.[/INST]",h,h
"<s>[INST]Consider Michael Phelps.
What sport does this athlete play? Answer in a single word.[/INST]",sw,sw
"<s>[INST]Consider Usain Bolt.
What sport does this athlete play? Answer in a single word.[/INST]",s,s
"<s>[INST]Consider Namib Desert.
Which country is this landmark in? Answer in a single word.[/INST]",Nam,Nam
"<s>[INST]Consider Lake Baikal.
Which country is this landmark in? Answer in a single word.[/INST]",Russia,Russia
"<s>[INST]Consider Karnak Temple.
Which country is this landmark in? Answer in a single word.[/INST]",E,E
"<s>[INST]Consider Abu Simbel.
Which country is this landmark in? Answer in a single word.[/INST]",E,E
"<s>[INST]Consider Ring of Kerry.
Which country is this landmark in? Answer in a single word.[/INST]",I,I
"<s>[INST]Consider Cinque Terre.
Which country is this landmark in? Answer in a single word.[/INST]",Italy,Italy
"<s>[INST]Consider Douro Valley.
Which country is this landmark in? Answer in a single word.[/INST]",Portugal,Portugal
"<s>[INST]Consider Kinderdijk.
Which country is this landmark in? Answer in a single word.[/INST]",Net,Net
"<s>[INST]Consider Romantic Road.
Which country is this landmark in? Answer in a single word.[/INST]",Germany,Germany
"<s>[INST]Consider Sveti Stefan.
Which country is this landmark in? Answer in a single word.[/INST]",Mont,Mont
"<s>[INST]Consider Kuala Langat.
Which country is this landmark in? Answer in a single word.[/INST]",Mal,Mal
"<s>[INST]Consider Attingal.
Which country is this landmark in? Answer in a single word.[/INST]",India,India
"<s>[INST]Consider Adliswil.
Which country is this landmark in? Answer in a single word.[/INST]",Sw,Sw
"<s>[INST]Consider Junnar.
Which country is this landmark in? Answer in a single word.[/INST]",India,India
"<s>[INST]Consider Kosi Zone.
Which country is this landmark in? Answer in a single word.[/INST]",N,Sud
"<s>[INST]Consider Mandara Mountains.
Which country is this landmark in? Answer in a single word.[/INST]",Nig,Nig
"<s>[INST]Consider Imsland.
Which country is this landmark in? Answer in a single word.[/INST]",Nor,I
"<s>[INST]Consider Hurley River.
Which country is this landmark in? Answer in a single word.[/INST]",Canada,Canada
"<s>[INST]Consider Pontecorvo.
Which country is this landmark in? Answer in a single word.[/INST]",Italy,Italy
"<s>[INST]Consider Nova Friburgo.
Which country is this landmark in? Answer in a single word.[/INST]",Brazil,Brazil
"<s>[INST]Consider Jan Amora.
Which country is this landmark in? Answer in a single word.[/INST]",Eth,Net
"<s>[INST]Consider Canjuers.
Which country is this landmark in? Answer in a single word.[/INST]",France,France
"<s>[INST]Consider Rankuh District.
Which country is this landmark in? Answer in a single word.[/INST]",Iran,Pak
"<s>[INST]Consider Capolago.
Which country is this landmark in? Answer in a single word.[/INST]",Sw,Sw
"<s>[INST]Consider Toronto Police Service.
Which country is this landmark in? Answer in a single word.[/INST]",Canada,Canada
"<s>[INST]Consider Pilis Mountains.
Which country is this landmark in? Answer in a single word.[/INST]",Hung,Hung
"<s>[INST]Consider Lake Caliraya.
Which country is this landmark in? Answer in a single word.[/INST]",Phil,Phil
"<s>[INST]Consider Bad Vilbel.
Which country is this landmark in? Answer in a single word.[/INST]",Germany,Germany
"<s>[INST]Consider Dawa River.
Which country is this landmark in? Answer in a single word.[/INST]",S,T
"<s>[INST]Consider Kayunga District.
Which country is this landmark in? Answer in a single word.[/INST]",U,U
"<s>[INST]Consider Bobolice.
Which country is this landmark in? Answer in a single word.[/INST]",Pol,Pol
"<s>[INST]Consider Sakarya Province.
Which country is this landmark in? Answer in a single word.[/INST]",Tur,Tur
"<s>[INST]Consider Zwiefalten.
Which country is this landmark in? Answer in a single word.[/INST]",Germany,Germany
"<s>[INST]Consider Bliesgau.
Which country is this landmark in? Answer in a single word.[/INST]",Germany,Germany
"<s>[INST]Consider Iximche.
Which country is this landmark in? Answer in a single word.[/INST]",Gu,Gu
"<s>[INST]Consider Mudgee.
Which country is this landmark in? Answer in a single word.[/INST]",Australia,Australia
"<s>[INST]Consider Tursi.
Which country is this landmark in? Answer in a single word.[/INST]",Italy,Italy
"<s>[INST]Consider Kalvola.
Which country is this landmark in? Answer in a single word.[/INST]",Finland,Finland
"<s>[INST]Consider Sarnaki.
Which country is this landmark in? Answer in a single word.[/INST]",Pol,Pol
"<s>[INST]Consider Garibaldi Ranges.
Which country is this landmark in? Answer in a single word.[/INST]",Canada,Australia
"<s>[INST]Consider Hong San See.
Which country is this landmark in? Answer in a single word.[/INST]",Sing,Sing
"<s>[INST]Consider Amsterdam dance event.
Which country is this landmark in? Answer in a single word.[/INST]",Net,Net
"<s>[INST]Consider Harnaut.
Which country is this landmark in? Answer in a single word.[/INST]",India,E
"<s>[INST]Consider Menangle Park.
Which country is this landmark in? Answer in a single word.[/INST]",Australia,Australia
"<s>[INST]Consider Kahrizak.
Which country is this landmark in? Answer in a single word.[/INST]",Iran,Iran
"<s>[INST]Consider Munich Residence.
Which country is this landmark in? Answer in a single word.[/INST]",Germany,Germany
"<s>[INST]Consider Marugame.
Which country is this landmark in? Answer in a single word.[/INST]",Japan,Japan
"<s>[INST]Consider Lutvann.
Which country is this landmark in? Answer in a single word.[/INST]",Nor,Nor
"<s>[INST]Consider Pakpattan.
Which country is this landmark in? Answer in a single word.[/INST]",Pak,Pak
"<s>[INST]Consider Leap Castle.
Which country is this landmark in? Answer in a single word.[/INST]",I,I
"<s>[INST]Consider Ankenes.
Which country is this landmark in? Answer in a single word.[/INST]",Nor,Nor
"<s>[INST]Consider Cocconato.
Which country is this landmark in? Answer in a single word.[/INST]",Italy,Italy
"<s>[INST]Consider Pontigny Abbey.
Which country is this landmark in? Answer in a single word.[/INST]",France,France
"<s>[INST]Consider Kununurra.
Which country is this landmark in? Answer in a single word.[/INST]",Australia,Australia
"<s>[INST]Consider Sidhi district.
Which country is this landmark in? Answer in a single word.[/INST]",India,India
"<s>[INST]Consider Sena Medal.
Which country is this landmark in? Answer in a single word.[/INST]",India,India
"<s>[INST]Consider Elgin West.
Which country is this landmark in? Answer in a single word.[/INST]",Canada,Canada
"<s>[INST]Consider Ticho House.
Which country is this landmark in? Answer in a single word.[/INST]",Israel,Israel
"<s>[INST]Consider House of Representatives.
Which country is this landmark in? Answer in a single word.[/INST]",Lib,USA
"<s>[INST]Consider Jafara.
Which country is this landmark in? Answer in a single word.[/INST]",Lib,S
"<s>[INST]Consider Ferrobaires.
Which country is this landmark in? Answer in a single word.[/INST]",Argentina,Argentina
"<s>[INST]Consider Bugis Junction.
Which country is this landmark in? Answer in a single word.[/INST]",Sing,Sing
"<s>[INST]Consider Were Ilu.
Which country is this landmark in? Answer in a single word.[/INST]",Eth,I
"<s>[INST]Consider Simeulue.
Which country is this landmark in? Answer in a single word.[/INST]",Ind,Ind
"<s>[INST]Consider Indus River.
Which country is this landmark in? Answer in a single word.[/INST]",India,Pak
"<s>[INST]Consider Guldborg.
Which country is this landmark in? Answer in a single word.[/INST]",Den,Den
"<s>[INST]Consider Papantla.
Which country is this landmark in? Answer in a single word.[/INST]",Mexico,Mexico
"<s>[INST]Consider Helsinki City Hall.
Which country is this landmark in? Answer in a single word.[/INST]",Finland,Finland
"<s>[INST]Consider Uromi.
Which country is this landmark in? Answer in a single word.[/INST]",Nig,Nig
"<s>[INST]Consider Lambunao.
Which country is this landmark in? Answer in a single word.[/INST]",Phil,Phil
"<s>[INST]Consider Loppa.
Which country is this landmark in? Answer in a single word.[/INST]",Nor,Nor
"<s>[INST]Consider Trigono.
Which country is this landmark in? Answer in a single word.[/INST]",G,G
"<s>[INST]Consider Entzheim.
Which country is this landmark in? Answer in a single word.[/INST]",France,France
"<s>[INST]Consider Umarex.
Which country is this landmark in? Answer in a single word.[/INST]",Germany,Germany
"<s>[INST]Consider Tarn-et-Garonne.
Which country is this landmark in? Answer in a single word.[/INST]",France,France
"<s>[INST]Consider Tinapa Resort.
Which country is this landmark in? Answer in a single word.[/INST]",Nig,Phil
"<s>[INST]Consider Media Development Authority.
Which country is this landmark in? Answer in a single word.[/INST]",Sing,Sing
"<s>[INST]Consider Zbuczyn.
Which country is this landmark in? Answer in a single word.[/INST]",Pol,Pol
"<s>[INST]Consider Bannu.
Which country is this landmark in? Answer in a single word.[/INST]",Pak,Pak
"<s>[INST]Consider Camarate.
Which country is this landmark in? Answer in a single word.[/INST]",Portugal,Portugal
"<s>[INST]Consider Guillaumes.
Which country is this landmark in? Answer in a single word.[/INST]",France,France
"<s>[INST]Consider Rantum.
Which country is this landmark in? Answer in a single word.[/INST]",Germany,Germany
"<s>[INST]Consider Blackrock Castle.
Which country is this landmark in? Answer in a single word.[/INST]",I,I
"<s>[INST]Consider County Leitrim.
Which country is this landmark in? Answer in a single word.[/INST]",I,I
"<s>[INST]Consider Veyrier.
Which country is this landmark in? Answer in a single word.[/INST]",Sw,Sw
"<s>[INST]Consider Montemitro.
Which country is this landmark in? Answer in a single word.[/INST]",Italy,Italy
"<s>[INST]Consider CD Eldense.
Which country is this landmark in? Answer in a single word.[/INST]",Spain,Spain
"<s>[INST]Consider Rio Quente.
Which country is this landmark in? Answer in a single word.[/INST]",Brazil,Brazil
"<s>[INST]Consider Naruto Strait.
Which country is this landmark in? Answer in a single word.[/INST]",Japan,Japan
"<s>[INST]Consider Waalhaven.
Which country is this landmark in? Answer in a single word.[/INST]",Net,Net
"<s>[INST]Consider Atwell Peak.
Which country is this landmark in? Answer in a single word.[/INST]",Canada,Australia
"<s>[INST]Consider Sadr City.
Which country is this landmark in? Answer in a single word.[/INST]",I,I
"<s>[INST]Consider Palladam.
Which country is this landmark in? Answer in a single word.[/INST]",India,India
"<s>[INST]Consider Bhinmal.
Which country is this landmark in? Answer in a single word.[/INST]",India,India
"<s>[INST]Consider Theni district.
Which country is this landmark in? Answer in a single word.[/INST]",India,India
"<s>[INST]Consider Galiano Island.
Which country is this landmark in? Answer in a single word.[/INST]",Canada,Canada
"<s>[INST]Consider Kluuvi.
Which country is this landmark in? Answer in a single word.[/INST]",Finland,Finland
"<s>[INST]Consider Bungsberg.
Which country is this landmark in? Answer in a single word.[/INST]",Germany,Germany
"<s>[INST]Consider Bolvadin.
Which country is this landmark in? Answer in a single word.[/INST]",Tur,Tur
"<s>[INST]Consider Ulpiana.
Which country is this landmark in? Answer in a single word.[/INST]",K,K
"<s>[INST]Consider Hohenlohe.
Which country is this landmark in? Answer in a single word.[/INST]",Germany,Germany
"<s>[INST]Consider Bunda District.
Which country is this landmark in? Answer in a single word.[/INST]",T,Mal
"<s>[INST]Consider Mbale District.
Which country is this landmark in? Answer in a single word.[/INST]",U,U
"<s>[INST]Consider Namba Station.
Which country is this landmark in? Answer in a single word.[/INST]",Japan,Japan
"<s>[INST]Consider Uda District.
Which country is this landmark in? Answer in a single word.[/INST]",Japan,Japan
"<s>[INST]Consider Sabratha.
Which country is this landmark in? Answer in a single word.[/INST]",Lib,Lib
"<s>[INST]Consider Shoranur.
Which country is this landmark in? Answer in a single word.[/INST]",India,India
"<s>[INST]Consider Fairfield West.
Which country is this landmark in? Answer in a single word.[/INST]",Australia,Australia
"<s>[INST]Consider Tartessos.
Which country is this landmark in? Answer in a single word.[/INST]",Spain,Spain
"<s>[INST]Consider Asian Highway Network.
Which country is this landmark in? Answer in a single word.[/INST]",India,Japan
"<s>[INST]Consider Prieto Diaz.
Which country is this landmark in? Answer in a single word.[/INST]",Phil,Phil
"<s>[INST]Consider Pinosava.
Which country is this landmark in? Answer in a single word.[/INST]",Ser,Spain
"<s>[INST]Consider Parippally.
Which country is this landmark in? Answer in a single word.[/INST]",India,India
"<s>[INST]Consider Fawkner.
Which country is this landmark in? Answer in a single word.[/INST]",Australia,Australia
"<s>[INST]Consider Tell Rifaat.
Which country is this landmark in? Answer in a single word.[/INST]",Sy,Sy
"<s>[INST]Consider Ginza Line.
Which country is this landmark in? Answer in a single word.[/INST]",Japan,Japan
"<s>[INST]Consider Noyon.
Which country is this landmark in? Answer in a single word.[/INST]",France,France
"<s>[INST]Consider Beles River.
Which country is this landmark in? Answer in a single word.[/INST]",Eth,Eth
"<s>[INST]Consider Dewa Province.
Which country is this landmark in? Answer in a single word.[/INST]",Japan,Japan
"<s>[INST]Consider Sebatik Island.
Which country is this landmark in? Answer in a single word.[/INST]",Mal,Ind
"<s>[INST]Consider Sarnia.
Which country is this landmark in? Answer in a single word.[/INST]",Canada,Canada
"<s>[INST]Consider Suwayq.
Which country is this landmark in? Answer in a single word.[/INST]",O,O
"<s>[INST]Consider South East Cape.
Which country is this landmark in? Answer in a single word.[/INST]",Australia,Australia
"<s>[INST]Consider Valvasone.
Which country is this landmark in? Answer in a single word.[/INST]",Italy,Italy
"<s>[INST]Consider Mewat.
Which country is this landmark in? Answer in a single word.[/INST]",India,India
"<s>[INST]Consider Kondotty.
Which country is this landmark in? Answer in a single word.[/INST]",India,India
"<s>[INST]Consider Toulouges.
Which country is this landmark in? Answer in a single word.[/INST]",France,France
"<s>[INST]Consider Adare Manor.
Which country is this landmark in? Answer in a single word.[/INST]",I,I
"<s>[INST]Consider Flieden.
Which country is this landmark in? Answer in a single word.[/INST]",Germany,Germany
"<s>[INST]Consider County Carlow.
Which country is this landmark in? Answer in a single word.[/INST]",I,I
"<s>[INST]Consider Surat Basin.
Which country is this landmark in? Answer in a single word.[/INST]",Australia,Australia
"<s>[INST]Consider Chaville.
Which country is this landmark in? Answer in a single word.[/INST]",France,France
"<s>[INST]Consider Asian Highway Network.
Which country is this landmark in? Answer in a single word.[/INST]",Tur,Japan
"<s>[INST]Consider Manyakheta.
Which country is this landmark in? Answer in a single word.[/INST]",India,India
"<s>[INST]Consider Lerik District.
Which country is this landmark in? Answer in a single word.[/INST]",A,A
"<s>[INST]Consider Kume District.
Which country is this landmark in? Answer in a single word.[/INST]",Japan,Japan
"<s>[INST]Consider Simdega.
Which country is this landmark in? Answer in a single word.[/INST]",India,India
"<s>[INST]Consider Honnavar.
Which country is this landmark in? Answer in a single word.[/INST]",India,India
"<s>[INST]Consider Chancelade.
Which country is this landmark in? Answer in a single word.[/INST]",France,France
"<s>[INST]Consider Helmbrechts.
Which country is this landmark in? Answer in a single word.[/INST]",Germany,Germany
"<s>[INST]Consider AMK Hub.
Which country is this landmark in? Answer in a single word.[/INST]",Sing,Sing
"<s>[INST]Consider regiopolis.
Which country is this landmark in? Answer in a single word.[/INST]",Germany,Canada
"<s>[INST]Consider Valdichiana.
Which country is this landmark in? Answer in a single word.[/INST]",Italy,Italy
"<s>[INST]Consider Kazinga Channel.
Which country is this landmark in? Answer in a single word.[/INST]",U,U
"<s>[INST]Consider Wazzin.
Which country is this landmark in? Answer in a single word.[/INST]",Lib,E
"<s>[INST]Consider Tiv people.
Which country is this landmark in? Answer in a single word.[/INST]",Nig,Nig
"<s>[INST]Consider Nobel Peace Center.
Which country is this landmark in? Answer in a single word.[/INST]",Nor,Nor
"<s>[INST]Consider Piedecuesta.
Which country is this landmark in? Answer in a single word.[/INST]",Colombia,Colombia
"<s>[INST]Consider Gjerpen.
Which country is this landmark in? Answer in a single word.[/INST]",Nor,Nor
"<s>[INST]Consider Schleitheim.
Which country is this landmark in? Answer in a single word.[/INST]",Sw,Sw
"<s>[INST]Consider Erbil SC.
Which country is this landmark in? Answer in a single word.[/INST]",I,I
"<s>[INST]Consider Teshie.
Which country is this landmark in? Answer in a single word.[/INST]",G,G
"<s>[INST]Consider Southern Savonia.
Which country is this landmark in? Answer in a single word.[/INST]",Finland,Finland
"<s>[INST]Consider Bedourie.
Which country is this landmark in? Answer in a single word.[/INST]",Australia,Australia
"<s>[INST]Consider Berar Province.
Which country is this landmark in? Answer in a single word.[/INST]",India,India
"<s>[INST]Consider Vernayaz.
Which country is this landmark in? Answer in a single word.[/INST]",Sw,Sw
"<s>[INST]Consider Entracque.
Which country is this landmark in? Answer in a single word.[/INST]",Italy,Italy
"<s>[INST]Consider Ponoy River.
Which country is this landmark in? Answer in a single word.[/INST]",Russia,Phil
"<s>[INST]Consider Turaida.
Which country is this landmark in? Answer in a single word.[/INST]",Lat,Lat
"<s>[INST]Consider Marstrand.
Which country is this landmark in? Answer in a single word.[/INST]",Sw,Nor
"<s>[INST]Consider Ariake Coliseum.
Which country is this landmark in? Answer in a single word.[/INST]",Japan,Japan
"<s>[INST]Consider Albertis Castle.
Which country is this landmark in? Answer in a single word.[/INST]",Italy,Italy
"<s>[INST]Consider Abu Ghosh.
Which country is this landmark in? Answer in a single word.[/INST]",Israel,Israel
"<s>[INST]Consider Eurasian Steppe.
Which country is this landmark in? Answer in a single word.[/INST]",Uk,K
"<s>[INST]Consider Wentworth Valley.
Which country is this landmark in? Answer in a single word.[/INST]",Canada,Australia
"<s>[INST]Consider Pandoh Dam.
Which country is this landmark in? Answer in a single word.[/INST]",India,India
"<s>[INST]Consider Augustinergasse.
Which country is this landmark in? Answer in a single word.[/INST]",Sw,Germany
"<s>[INST]Consider Madona District.
Which country is this landmark in? Answer in a single word.[/INST]",Lat,L
"<s>[INST]Consider Putyvl.
Which country is this landmark in? Answer in a single word.[/INST]",Uk,Uk
"<s>[INST]Consider Issenheim.
Which country is this landmark in? Answer in a single word.[/INST]",France,France
"<s>[INST]Consider Spanish Armed Forces.
Which country is this landmark in? Answer in a single word.[/INST]",Spain,Spain
"<s>[INST]Consider Capdenac.
Which country is this landmark in? Answer in a single word.[/INST]",France,France
"<s>[INST]Consider Blennerville.
Which country is this landmark in? Answer in a single word.[/INST]",I,I
"<s>[INST]Consider Panagarh.
Which country is this landmark in? Answer in a single word.[/INST]",India,India
"<s>[INST]Consider Gobardanga.
Which country is this landmark in? Answer in a single word.[/INST]",India,India
"<s>[INST]Consider Bose Institute.
Which country is this landmark in? Answer in a single word.[/INST]",India,India
"<s>[INST]Consider Rock al Parque.
Which country is this landmark in? Answer in a single word.[/INST]",Colombia,Colombia
"<s>[INST]Consider Mandailing language.
Which country is this landmark in? Answer in a single word.[/INST]",Ind,Ind
"<s>[INST]Consider Wakefield Park.
Which country is this landmark in? Answer in a single word.[/INST]",Australia,Australia
"<s>[INST]Consider VR warehouses.
Which country is this landmark in? Answer in a single word.[/INST]",Finland,USA
"<s>[INST]Consider Tartu Town Hall.
Which country is this landmark in? Answer in a single word.[/INST]",Est,Est
"<s>[INST]Consider Jemappes.
Which country is this landmark in? Answer in a single word.[/INST]",Belg,Belg
"<s>[INST]Consider Taranto Sport.
Which country is this landmark in? Answer in a single word.[/INST]",Italy,Italy
"<s>[INST]Consider Mannheim City Airport.
Which country is this landmark in? Answer in a single word.[/INST]",Germany,Germany
"<s>[INST]Consider Le Fuilet.
Which country is this landmark in? Answer in a single word.[/INST]",France,France
